ITEM;ÁREA;ITEM;DESCRIPCIÓN;ITEM;DESCRIPCIÓN;ITEM;;ITEM;PROCESO;DESCRIPCIÓN;UN;"Cantidad
Remanente";;PROCESO;TOTAL (M3);;INICIO;FIN;DÍAS;;01-04-2024;01-05-2024;01-06-2024;01-07-2024;01-08-2024;01-09-2024;01-10-2024;01-11-2024;01-12-2024;01-01-2025;01-02-2025;01-03-2025;01-04-2025;01-05-2025;01-06-2025;01-07-2025;01-08-2025;01-09-2025;01-10-2025;01-11-2025;01-12-2025;01-01-2026;01-02-2026;01-03-2026;01-04-2026;01-05-2026;01-06-2026;01-07-2026
1.5;MS1;1.5.1;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 1. km  10+700 a 14+600";1.5.1.1;Excavación - Fundación Muro Sur Tramo 1;1.5.1.1.1;VERDADERO;1.5.1.1.1;Excavación;Excavación - MS;m3;0;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS1;1.5.1;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 1. km  10+700 a 14+600";1.5.1.1;Excavación - Fundación Muro Sur Tramo 1;1.5.1.1.2;VERDADERO;1.5.1.1.2;Excavación;Excavación en Roca con medios mecánicos - MS;m3;424;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS1;1.5.1;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 1. km  10+700 a 14+600";1.5.1.1;Excavación - Fundación Muro Sur Tramo 1;1.5.1.1.3;VERDADERO;1.5.1.1.3;Excavación;Excavación en Roca ripable - MS;m3;0;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS1;1.5.1;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 1. km  10+700 a 14+600";1.5.1.2.;Escarpes  - Muro Sur Tramo 1;1.5.1.2.1;VERDADERO;1.5.1.2.1;Escarpe;Escarpe en arena - MS;m3;8848;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS1;1.5.1;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 1. km  10+700 a 14+600";1.5.1.3.;Rellenos - Aguas Abajo - Muro Sur Tramo 1;1.5.1.3.1;VERDADERO;1.5.1.3.1;Relleno;Relleno masivo de Lastre - aguas abajo bajo la cota 2496 - MS;m3;803852;;Relleno;803852;;10-06-2024;07-10-2024;120;;0;0;140674;207662;207662;200963;46891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS1;1.5.1;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 1. km  10+700 a 14+600";1.5.1.4.;Rellenos - Aguas Arriba - Muro Sur Tramo 1;1.5.1.4.1;VERDADERO;1.5.1.4.1;Zampeado;Relleno de lastre para Zampeado - MS;m3;32617;;Relleno;32617;;10-06-2025;29-06-2025;20;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32617;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS1;1.5.1;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 1. km  10+700 a 14+600";1.5.1.4.;Rellenos - Aguas Arriba - Muro Sur Tramo 1;1.5.1.4.2;VERDADERO;1.5.1.4.2;Relleno;Relleno masivo de Lastre - aguas arriba bajo la cota 2496 - MS;m3;35577;;Relleno;35577;;19-06-2025;29-06-2025;11;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35577;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS1;1.5.1;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 1. km  10+700 a 14+600";1.5.1.5.;Rellenos - Coronamiento Muro Sur Tramo 1;1.5.1.5.1;VERDADERO;1.5.1.5.1;Relleno;Relleno masivo de Lastre - coronamiento sobre cota 2496 - MS;m3;270241;;Relleno;270241;;29-06-2025;17-07-2025;19;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18767;251474;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS1;1.5.1;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 1. km  10+700 a 14+600";1.5.1.5.;Rellenos - Coronamiento Muro Sur Tramo 1;1.5.1.5.2;VERDADERO;1.5.1.5.2;Pretil;Pretil de seguridad - coronamiento MS ;m3;7345;;Relleno;7345;;06-09-2025;09-09-2025;4;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7345;0;0;0;0;0;0;0;0;0;0
1.5;MS1;1.5.1;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 1. km  10+700 a 14+600";1.5.1.5.;Rellenos - Coronamiento Muro Sur Tramo 1;1.5.1.5.3;VERDADERO;1.5.1.5.3;Relleno;Relleno tipo Filtro F1 - MS;m3;15640;;Relleno;15640;;01-08-2025;17-08-2025;17;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15640;0;0;0;0;0;0;0;0;0;0;0
1.5;MS1;1.5.1;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 1. km  10+700 a 14+600";1.5.1.5.;Rellenos - Coronamiento Muro Sur Tramo 1;1.5.1.5.4;VERDADERO;1.5.1.5.4;Relleno;Relleno material drenante tipo D2 - MS;m3;15641;;Relleno;15641;;17-08-2025;27-08-2025;11;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15641;0;0;0;0;0;0;0;0;0;0;0
1.5;MS1;1.5.1;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 1. km  10+700 a 14+600";1.5.1.5.;Rellenos - Coronamiento Muro Sur Tramo 1;1.5.1.5.5;VERDADERO;1.5.1.5.5;Relleno;Relleno tipo Filtro F2 - MS;m3;15641;;Relleno;15641;;27-08-2025;06-09-2025;11;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6647;8994;0;0;0;0;0;0;0;0;0;0
1.5;MS2;1.5.2;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 2. km  14+600 a 15+740";1.5.2.1;Excavación- Fundación Muro Sur Tramo 2  ;1.5.2.1.1;VERDADERO;1.5.2.1.1;Excavación;Excavación - MS;m3;0;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS2;1.5.2;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 2. km  14+600 a 15+740";1.5.2.1;Excavación- Fundación Muro Sur Tramo 2  ;1.5.2.1.2;VERDADERO;1.5.2.1.2;Excavación;Excavación en Roca con medios mecánicos - MS;m3;200;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS2;1.5.2;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 2. km  14+600 a 15+740";1.5.2.1;Excavación- Fundación Muro Sur Tramo 2  ;1.5.2.1.3;VERDADERO;1.5.2.1.3;Excavación;Excavación en Roca ripable - MS;m3;0;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS2;1.5.2;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 2. km  14+600 a 15+740";1.5.2.2;Rellenos - Aguas Abajo Muro Sur Tramo 2  ;1.5.2.2.1;VERDADERO;1.5.2.2.1;Relleno;Relleno masivo de Lastre - aguas abajo bajo la cota 2496 - MS;m3;123235;;Relleno;123235;;17-10-2024;01-12-2024;46;;0;0;0;0;0;0;39024;82157;2054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS2;1.5.2;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 2. km  14+600 a 15+740";1.5.2.3;Rellenos - Aguas Arriba - Muro Sur Tramo 2;1.5.2.3.1;VERDADERO;1.5.2.3.1;Zampeado;Relleno de lastre para Zampeado - MS;m3;12635;;Relleno;12635;;03-06-2025;10-06-2025;8;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12635;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS2;1.5.2;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 2. km  14+600 a 15+740";1.5.2.3;Rellenos - Aguas Arriba - Muro Sur Tramo 2;1.5.2.3.2;VERDADERO;1.5.2.3.2;Relleno;Relleno masivo de Lastre - aguas arriba bajo la cota 2496 - MS;m3;8878;;Relleno;8878;;06-06-2025;10-06-2025;5;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8878;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS2;1.5.2;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 2. km  14+600 a 15+740";1.5.2.4;Rellenos - Coronamiento Muro Sur Tramo 2;1.5.2.4.1;VERDADERO;1.5.2.4.1;Relleno;Relleno masivo de Lastre - coronamiento sobre cota 2496 - MS;m3;87925;;Relleno;87925;;10-06-2025;20-06-2025;11;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87925;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS2;1.5.2;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 2. km  14+600 a 15+740";1.5.2.4;Rellenos - Coronamiento Muro Sur Tramo 2;1.5.2.4.2;VERDADERO;1.5.2.4.2;Pretil;Pretil de seguridad - coronamiento MS ;m3;2141;;Relleno;2141;;05-07-2025;07-07-2025;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2141;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS2;1.5.2;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 2. km  14+600 a 15+740";1.5.2.4;Rellenos - Coronamiento Muro Sur Tramo 2;1.5.2.4.3;VERDADERO;1.5.2.4.3;Relleno;Relleno tipo Filtro F1 - MS;m3;4640;;Relleno;4640;;10-06-2025;20-06-2025;11;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4640;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS2;1.5.2;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 2. km  14+600 a 15+740";1.5.2.4;Rellenos - Coronamiento Muro Sur Tramo 2;1.5.2.4.4;VERDADERO;1.5.2.4.4;Relleno;Relleno material drenante tipo D2 - MS;m3;4641;;Relleno;4641;;15-06-2025;20-06-2025;6;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4641;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS3;1.5.3;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 3. km  15+740 a 18+600";1.5.3.1;Excavación - Fundación Muro Sur Tramo 3;1.5.3.1.1;VERDADERO;1.5.3.1.1;Excavación;Excavación - MS;m3;27555;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS3;1.5.3;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 3. km  15+740 a 18+600";1.5.3.1;Excavación - Fundación Muro Sur Tramo 3;1.5.3.1.2;VERDADERO;1.5.3.1.2;Excavación;Excavación en Roca con medios mecánicos - MS;m3;10682;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS3;1.5.3;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 3. km  15+740 a 18+600";1.5.3.1;Excavación - Fundación Muro Sur Tramo 3;1.5.3.1.3;VERDADERO;1.5.3.1.3;Excavación;Excavación en Roca ripable - MS;m3;71484;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS3;1.5.3;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 3. km  15+740 a 18+600";1.5.3.2;Rellenos -Aguas Abajo Muro Sur Tramo 3;1.5.3.2.1;VERDADERO;1.5.3.2.1;Relleno;Relleno masivo de Lastre - aguas abajo bajo la cota 2496 - MS;m3;368087;;Relleno;368087;;01-12-2024;11-05-2025;162;;0;0;0;0;0;0;0;0;69159;70874;64015;70874;68588;24577;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS3;1.5.3;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 3. km  15+740 a 18+600";1.5.3.3;Rellenos  - Aguas Arriba - Muro Sur Tramo 3;1.5.3.3.1;VERDADERO;1.5.3.3.1;Relleno;Relleno Tipo relaves - MS;m3;38826;;Relleno;38826;;02-06-2025;10-06-2025;9;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38826;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS3;1.5.3;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 3. km  15+740 a 18+600";1.5.3.3;Rellenos  - Aguas Arriba - Muro Sur Tramo 3;1.5.3.3.2;VERDADERO;1.5.3.3.2;Relleno;Relleno tipo Filtro F1 - Talud aguas arriba MS;m3;11256;;Relleno;11256;;31-03-2025;18-04-2025;19;;0;0;0;0;0;0;0;0;0;0;0;156;11100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS3;1.5.3;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 3. km  15+740 a 18+600";1.5.3.4;Rellenos  - Coronamiento Muro Sur Tramo 3;1.5.3.4.1;VERDADERO;1.5.3.4.1;Relleno;Relleno masivo de Lastre - coronamiento sobre cota 2496 - MS;m3;232279;;Relleno;232279;;11-05-2025;10-06-2025;31;;0;0;0;0;0;0;0;0;0;0;0;0;0;156788;75491;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS3;1.5.3;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 3. km  15+740 a 18+600";1.5.3.4;Rellenos  - Coronamiento Muro Sur Tramo 3;1.5.3.4.2;VERDADERO;1.5.3.4.2;Pretil;Pretil de seguridad - coronamiento MS ;m3;5373;;Relleno;5373;;05-06-2025;10-06-2025;6;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5373;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS3;1.5.3;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 3. km  15+740 a 18+600";1.5.3.5;Impermeabilización de Taludes;1.5.3.5.3;VERDADERO;1.5.3.5.3;Escarpe;Escarpe en terreno natural -  MS;m3;5411;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS3;1.5.3;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 3. km  15+740 a 18+600";1.5.3.5;Impermeabilización de Taludes;1.5.3.5.4;VERDADERO;1.5.3.5.4;Relleno;Relleno Tipo relaves - MS;m3;647;;Relleno;647;;15-06-2025;20-06-2025;6;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;647;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS3;1.5.3;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 3. km  15+740 a 18+600";1.5.3.5;Impermeabilización de Taludes;1.5.3.5.5;VERDADERO;1.5.3.5.5;Relleno;Relleno Tipo relaves - No compactados - MS;m3;4963;;Relleno;4963;;10-07-2025;16-07-2025;7;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4963;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS4;1.5.4;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 4. km  18+600 a 21+320";1.5.4.1;Excavación- Fundación Muro Sur Tramo 4;1.5.4.1.1;VERDADERO;1.5.4.1.1;Excavación;Excavación - MS;m3;77008;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS4;1.5.4;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 4. km  18+600 a 21+320";1.5.4.1;Excavación- Fundación Muro Sur Tramo 4;1.5.4.1.2;VERDADERO;1.5.4.1.2;Excavación;Excavación en Roca con medios mecánicos - MS;m3;15009;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS4;1.5.4;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 4. km  18+600 a 21+320";1.5.4.1;Excavación- Fundación Muro Sur Tramo 4;1.5.4.1.3;VERDADERO;1.5.4.1.3;Excavación;Excavación en Roca ripable - MS;m3;100449;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS4;1.5.4;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 4. km  18+600 a 21+320";1.5.4.2;Rellenos - Aguas Abajo Muro Sur Tramo 4;1.5.4.2.1;VERDADERO;1.5.4.2.1;Relleno;Relleno masivo de Lastre - aguas abajo bajo la cota 2496 - MS;m3;169940;;Relleno;169940;;09-08-2025;18-09-2025;41;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94529;75411;0;0;0;0;0;0;0;0;0;0
1.5;MS4;1.5.4;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 4. km  18+600 a 21+320";1.5.4.3;Rellenos - Aguas Arriba - Muro Sur Tramo 4;1.5.4.3.1;VERDADERO;1.5.4.3.1;Relleno;Relleno Tipo relaves - MS;m3;33830;;Relleno;33830;;19-09-2025;29-09-2025;11;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33830;0;0;0;0;0;0;0;0;0;0
1.5;MS4;1.5.4;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 4. km  18+600 a 21+320";1.5.4.3;Rellenos - Aguas Arriba - Muro Sur Tramo 4;1.5.4.3.2;VERDADERO;1.5.4.3.2;Relleno;Relleno tipo Filtro F1 - talud aguas arriba -  MS;m3;9692;;Relleno;9692;;18-09-2025;23-09-2025;6;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9692;0;0;0;0;0;0;0;0;0;0
1.5;MS4;1.5.4;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 4. km  18+600 a 21+320";1.5.4.4;Rellenos - Coronamiento Muro Sur Tramo 4;1.5.4.4.1;VERDADERO;1.5.4.4.1;Relleno;Relleno masivo de Lastre - coronamiento sobre cota 2496 - MS;m3;194100;;Relleno;194100;;29-09-2025;08-11-2025;41;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6066;150428;37607;0;0;0;0;0;0;0;0
1.5;MS4;1.5.4;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 4. km  18+600 a 21+320";1.5.4.4;Rellenos - Coronamiento Muro Sur Tramo 4;1.5.4.4.2;VERDADERO;1.5.4.4.2;Pretil;Pretil de seguridad - coronamiento MS ;m3;4620;;Relleno;4620;;08-11-2025;13-11-2025;6;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4620;0;0;0;0;0;0;0;0
1.5;MS4;1.5.4;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 4. km  18+600 a 21+320";1.5.4.5;Impermeabilización de Taludes;1.5.4.5.3;VERDADERO;1.5.4.5.3;Escarpe;Escarpe en terreno natural -  MS ;m3;15062;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.5;MS4;1.5.4;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 4. km  18+600 a 21+320";1.5.4.5;Impermeabilización de Taludes;1.5.4.5.4;VERDADERO;1.5.4.5.4;Relleno;Relleno Tipo relaves - MS;m3;1458;;Relleno;1458;;24-11-2025;03-12-2025;10;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1021;437;0;0;0;0;0;0;0
1.5;MS4;1.5.4;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 4. km  18+600 a 21+320";1.5.4.5;Impermeabilización de Taludes;1.5.4.5.5;VERDADERO;1.5.4.5.5;Relleno;Relleno Tipo relaves - No compactados - MS;m3;15168;;Relleno;15168;;29-12-2025;07-01-2026;10;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4550;10618;0;0;0;0;0;0
1.6;MSO1;1.6.1;Movimiento de Tierras IX Etapa;1.6.1.1;Excavación- Fundación Muro Suroriente 1;1.6.1.1.1;VERDADERO;1.6.1.1.1;Excavación;Excavación material común - MSO1;m3;519;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.6;MSO1;1.6.1;Movimiento de Tierras IX Etapa;1.6.1.1;Excavación- Fundación Muro Suroriente 1;1.6.1.1.2;VERDADERO;1.6.1.1.2;Excavación;Excavación en Roca con medios mecánicos - MSO1;m3;52;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.6;MSO1;1.6.1;Movimiento de Tierras IX Etapa;1.6.1.1;Excavación- Fundación Muro Suroriente 1;1.6.1.1.3;VERDADERO;1.6.1.1.3;Excavación;Excavación en Roca ripable - MSO1;m3;347;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.6;MSO1;1.6.1;Movimiento de Tierras IX Etapa;1.6.1.2;Rellenos Lastre - Muro Sur Oriente 1;1.6.1.2.1;VERDADERO;1.6.1.2.1;Relleno;Relleno masivo de Lastre - coronamiento sobre cota 2496 - MSO1;m3;3297;;Relleno;3297;;18-12-2025;28-12-2025;11;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3297;0;0;0;0;0;0;0
1.6;MSO1;1.6.1;Movimiento de Tierras IX Etapa;1.6.1.2;Rellenos Lastre - Muro Sur Oriente 1;1.6.1.2.2;VERDADERO;1.6.1.2.2;Pretil;Pretil de seguridad - coronamiento MSO1;m3;639;;Relleno;639;;28-12-2025;02-01-2026;6;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;415;224;0;0;0;0;0;0
1.6;MSO1;1.6.1;Movimiento de Tierras IX Etapa;1.6.1.3;Rellenos - Filtro y Relaves   en talud aguas arriba;1.6.1.3.1;VERDADERO;1.6.1.3.1;Relleno;Relleno tipo Filtro F1 - Talud aguas arriba MSO1;m3;0;;Relleno;0;;02-01-2026;02-01-2026;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.6;MSO1;1.6.1;Movimiento de Tierras IX Etapa;1.6.1.3;Rellenos - Filtro y Relaves   en talud aguas arriba;1.6.1.3.2;VERDADERO;1.6.1.3.2;Relleno;Relleno Tipo relaves - MSO1;m3;1234;;Relleno;1234;;02-01-2026;12-01-2026;11;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1234;0;0;0;0;0;0
1.5;MS2;1.5.2;"Movimiento de Tierras IX Etapa - Muro Sur 
TRAMO 2. km  14+600 a 15+740";1.5.2.4;Rellenos - Coronamiento Muro Sur Tramo 2;1.6.2.4.5;VERDADERO;1.5.2.4.5;Relleno;Relleno tipo Filtro F2 - MS;m3;4639;;Relleno;4639;;20-06-2025;05-07-2025;16;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3170;1469;0;0;0;0;0;0;0;0;0;0;0;0
1.7;MS4;1.7.1;Movimiento de Tierras Estribos IX Etapa;1.7.1.1;TRATAMIENTO DE ESTRIBOS;1.7.1.1.1.A;VERDADERO;1.7.1.1.1;Excavación;Excavación en Roca con medios mecánicos - Estribos;m3;13419;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.7;MO;1.7.1;Movimiento de Tierras Estribos IX Etapa;1.7.1.1;TRATAMIENTO DE ESTRIBOS;1.7.1.1.1.B;VERDADERO;1.7.1.1.1;Excavación;Excavación en Roca con medios mecánicos - Estribos;m3;13419;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.7;MNO1;1.7.1;Movimiento de Tierras Estribos IX Etapa;1.7.1.1;TRATAMIENTO DE ESTRIBOS;1.7.1.1.1.C;VERDADERO;1.7.1.1.1;Excavación;Excavación en Roca con medios mecánicos - Estribos;m3;13419;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.7;MNO2;1.7.1;Movimiento de Tierras Estribos IX Etapa;1.7.1.1;TRATAMIENTO DE ESTRIBOS;1.7.1.1.1.D;VERDADERO;1.7.1.1.1;Excavación;Excavación en Roca con medios mecánicos - Estribos;m3;13419;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.7;MN2;1.7.1;Movimiento de Tierras Estribos IX Etapa;1.7.1.1;TRATAMIENTO DE ESTRIBOS;1.7.1.1.1.E;VERDADERO;1.7.1.1.1;Excavación;Excavación en Roca con medios mecánicos - Estribos;m3;13419;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.7;MSO1;1.7.1;Movimiento de Tierras Estribos IX Etapa;1.7.1.1;TRATAMIENTO DE ESTRIBOS;1.7.1.1.1.F;VERDADERO;1.7.1.1.1;Excavación;Excavación en Roca con medios mecánicos - Estribos;m3;13423;;Excavación;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.7;MS4;1.7.1;Movimiento de Tierras Estribos IX Etapa;1.7.1.1;TRATAMIENTO DE ESTRIBOS;1.7.1.1.3.A;VERDADERO;1.7.1.1.3;Relleno;Suministro y colocación de material arcilloso proveniente de empréstito externo;m3;95;;Relleno;95;;16-04-2024;20-04-2024;5;;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.7;MO;1.7.1;Movimiento de Tierras Estribos IX Etapa;1.7.1.1;TRATAMIENTO DE ESTRIBOS;1.7.1.1.3.B;VERDADERO;1.7.1.1.3;Relleno;Suministro y colocación de material arcilloso proveniente de empréstito externo;m3;95;;Relleno;95;;26-11-2024;27-11-2024;2;;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.7;MNO1;1.7.1;Movimiento de Tierras Estribos IX Etapa;1.7.1.1;TRATAMIENTO DE ESTRIBOS;1.7.1.1.3.C;VERDADERO;1.7.1.1.3;Relleno;Suministro y colocación de material arcilloso proveniente de empréstito externo;m3;95;;Relleno;95;;31-10-2024;04-11-2024;5;;0;0;0;0;0;0;19;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
